MAC,SSID,AuthMode,FirstSeen,Channel,Frequency,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,RCOIs,MfgrId,Type
98:ed:7e:bf:1b:47,Juicyjake17,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2024-11-12 00:10:36,11.0,2462.0,-80,31.882715231433256,-102.30321530787666,840.10546875,3.790092468261719,,,WIFI
62:6c:63:ba:cf:88,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2024-11-12 00:10:36,1.0,2412.0,-81,31.882715231433256,-102.30321530787666,840.10546875,3.790092468261719,,,WIFI
00:25:f0:79:4e:7c,tl794e7c,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2024-11-12 00:10:36,11.0,2462.0,-85,31.882715231433256,-102.30321530787666,840.10546875,3.790092468261719,,,WIFI
6c:4b:b4:6c:25:a4,The Olivers 2,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],2024-11-12 00:10:36,11.0,2462.0,-73,31.882715231433256,-102.30321530787666,840.10546875,3.790092468261719,,,WIFI
80:b9:7a:fb:75:54,The Olivers,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][MFPC],2024-11-12 00:10:36,153.0,5765.0,-75,31.882715231433256,-102.30321530787666,840.10546875,3.790092468261719,,,WIFI
6c:4b:b4:6c:25:a5,Oliver's_Guest,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][MFPC],2024-11-12 00:10:36,11.0,2462.0,-73,31.882715231433256,-102.30321530787666,840.10546875,3.790092468261719,,,WIFI
80:b9:7a:fb:75:53,The Olivers,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][MFPC],2024-11-12 00:10:36,6.0,2437.0,-64,31.882715231433256,-102.30321530787666,840.10546875,3.790092468261719,,,WIFI
98:ed:7e:bf:1b:50,Juicyjake17 Guest,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2024-11-12 00:10:36,11.0,2462.0,-77,31.882715231433256,-102.30321530787666,840.10546875,3.790092468261719,,,WIFI
34:ba:9a:94:16:1d,WB550_94161C,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS][WPS],2024-11-12 00:10:36,40.0,5200.0,-90,31.882715231433256,-102.30321530787666,840.10546875,3.790092468261719,,,WIFI
86:0b:7c:88:35:e0,CODA-35E0-5G,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][ESS],2024-11-12 00:10:47,149.0,5745.0,-84,31.882858998789203,-102.30258715300882,839.5673828125,3.790092468261719,,,WIFI
a2:bd:13:37:36:0a,Gary,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],2024-11-12 00:10:47,36.0,5180.0,-88,31.882858998789203,-102.30258715300882,839.5673828125,3.790092468261719,,,WIFI
a2:cd:13:37:36:0b,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][MFPC],2024-11-12 00:10:47,153.0,5765.0,-88,31.882858998789203,-102.30258715300882,839.5673828125,3.790092468261719,,,WIFI
bc:9a:8e:06:db:14,ATTUN5Uyx6,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],2024-11-12 00:10:47,11.0,2462.0,-85,31.882858998789203,-102.30258715300882,839.5673828125,3.790092468261719,,,WIFI
08:bf:b8:51:f3:d5,Vick House,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2024-11-12 00:10:47,161.0,5805.0,-82,31.882858998789203,-102.30258715300882,839.5673828125,3.790092468261719,,,WIFI
08:bf:b8:51:f3:d2,Vick House,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2024-11-12 00:11:14,8.0,2447.0,-70,31.88328890444633,-102.3024383728009,838.441650390625,9.935046195983888,,,WIFI
72:66:55:f4:ab:f5,onn 5_1_2 SOUNDBAR_283713009524,[ESS],2024-11-12 00:11:14,2.0,2417.0,-81,31.88328890444633,-102.3024383728009,838.441650390625,9.935046195983888,,,WIFI
62:6c:63:ba:cf:80,momo wifi,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS],2024-11-12 00:11:14,36.0,5180.0,-87,31.88328890444633,-102.3024383728009,838.441650390625,9.935046195983888,,,WIFI
6c:4b:b4:6c:25:a8,The Olivers 2,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],2024-11-12 00:11:14,52.0,5260.0,-88,31.88328890444633,-102.3024383728009,838.441650390625,9.935046195983888,,,WIFI
7c:10:c9:7d:b5:70,Vick House,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2024-11-12 00:11:14,8.0,2447.0,-82,31.88328890444633,-102.3024383728009,838.441650390625,9.935046195983888,,,WIFI
d6:e2:2f:b1:ea:01,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2024-11-12 00:11:19,100.0,5500.0,-89,31.883360746880488,-102.3021995308928,838.65380859375,9.935046195983888,,,WIFI
6c:4b:b4:6c:25:af,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][MFPC],2024-11-12 00:11:19,100.0,5500.0,-88,31.883360746880488,-102.3021995308928,838.65380859375,9.935046195983888,,,WIFI
6c:4b:b4:6c:25:ac,The Olivers 2,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],2024-11-12 00:11:19,100.0,5500.0,-87,31.883360746880488,-102.3021995308928,838.65380859375,9.935046195983888,,,WIFI
00:25:f0:a3:39:ee,tla339ee,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2024-11-12 00:11:19,11.0,2462.0,-81,31.883360746880488,-102.3021995308928,838.65380859375,9.935046195983888,,,WIFI
e8:d3:eb:a9:e3:ca,,[ESS],2024-11-12 00:11:19,100.0,5500.0,-88,31.883360746880488,-102.3021995308928,838.65380859375,9.935046195983888,,,WIFI
e8:d3:eb:a9:e3:c7,Batman's Cave,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2024-11-12 00:11:19,100.0,5500.0,-91,31.883360746880488,-102.3021995308928,838.65380859375,9.935046195983888,,,WIFI
e8:d3:eb:a9:e3:c4,,[RSN-SAE-CCMP],2024-11-12 00:11:19,100.0,5500.0,-89,31.883360746880488,-102.3021995308928,838.65380859375,9.935046195983888,,,WIFI
60:6c:63:ba:cf:90,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2024-11-12 00:11:19,36.0,5180.0,-87,31.883360746880488,-102.3021995308928,838.65380859375,9.935046195983888,,,WIFI
98:ed:7e:bf:1b:47,Juicyjake17,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2024-11-12 00:11:19,11.0,2462.0,-80,31.883360746880488,-102.3021995308928,838.65380859375,9.935046195983888,,,WIFI
62:6c:63:ba:cf:88,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2024-11-12 00:11:19,1.0,2412.0,-81,31.883360746880488,-102.3021995308928,838.65380859375,9.935046195983888,,,WIFI
00:25:f0:79:4e:7c,tl794e7c,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2024-11-12 00:11:19,11.0,2462.0,-85,31.883360746880488,-102.3021995308928,838.65380859375,9.935046195983888,,,WIFI
6c:4b:b4:6c:25:a4,The Olivers 2,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],2024-11-12 00:11:19,11.0,2462.0,-73,31.883360746880488,-102.3021995308928,838.65380859375,9.935046195983888,,,WIFI
80:b9:7a:fb:75:54,The Olivers,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][MFPC],2024-11-12 00:11:19,153.0,5765.0,-75,31.883360746880488,-102.3021995308928,838.65380859375,9.935046195983888,,,WIFI
6c:4b:b4:6c:25:a5,Oliver's_Guest,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][MFPC],2024-11-12 00:11:19,11.0,2462.0,-73,31.883360746880488,-102.3021995308928,838.65380859375,9.935046195983888,,,WIFI
80:b9:7a:fb:75:53,The Olivers,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][MFPC],2024-11-12 00:11:19,6.0,2437.0,-64,31.883360746880488,-102.3021995308928,838.65380859375,9.935046195983888,,,WIFI
98:ed:7e:bf:1b:50,Juicyjake17 Guest,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2024-11-12 00:11:19,11.0,2462.0,-77,31.883360746880488,-102.3021995308928,838.65380859375,9.935046195983888,,,WIFI
34:ba:9a:94:16:1d,WB550_94161C,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS][WPS],2024-11-12 00:11:19,40.0,5200.0,-90,31.883360746880488,-102.3021995308928,838.65380859375,9.935046195983888,,,WIFI
86:0b:7c:88:35:e0,CODA-35E0-5G,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][ESS],2024-11-12 00:12:10,149.0,5745.0,-84,31.883881922796267,-102.30202151899952,840.1295166015625,3.790092468261719,,,WIFI
a2:bd:13:37:36:0a,Gary,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],2024-11-12 00:12:10,36.0,5180.0,-88,31.883881922796267,-102.30202151899952,840.1295166015625,3.790092468261719,,,WIFI
a2:cd:13:37:36:0b,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][MFPC],2024-11-12 00:12:10,153.0,5765.0,-88,31.883881922796267,-102.30202151899952,840.1295166015625,3.790092468261719,,,WIFI
bc:9a:8e:06:db:14,ATTUN5Uyx6,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],2024-11-12 00:12:10,11.0,2462.0,-85,31.883881922796267,-102.30202151899952,840.1295166015625,3.790092468261719,,,WIFI
08:bf:b8:51:f3:d5,Vick House,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2024-11-12 00:12:10,161.0,5805.0,-82,31.883881922796267,-102.30202151899952,840.1295166015625,3.790092468261719,,,WIFI
08:bf:b8:51:f3:d2,Vick House,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2024-11-12 00:12:21,8.0,2447.0,-70,31.88431698535823,-102.3022281472707,839.751708984375,3.790092468261719,,,WIFI
72:66:55:f4:ab:f5,onn 5_1_2 SOUNDBAR_283713009524,[ESS],2024-11-12 00:12:21,2.0,2417.0,-81,31.88431698535823,-102.3022281472707,839.751708984375,3.790092468261719,,,WIFI
62:6c:63:ba:cf:80,momo wifi,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS],2024-11-12 00:12:21,36.0,5180.0,-87,31.88431698535823,-102.3022281472707,839.751708984375,3.790092468261719,,,WIFI
6c:4b:b4:6c:25:a8,The Olivers 2,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],2024-11-12 00:12:21,52.0,5260.0,-88,31.88431698535823,-102.3022281472707,839.751708984375,3.790092468261719,,,WIFI
7c:10:c9:7d:b5:70,Vick House,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2024-11-12 00:12:21,8.0,2447.0,-82,31.88431698535823,-102.3022281472707,839.751708984375,3.790092468261719,,,WIFI
d6:e2:2f:b1:ea:01,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2024-11-12 00:12:23,100.0,5500.0,-89,31.8843820920768,-102.30226748670783,839.63818359375,3.790092468261719,,,WIFI
6c:4b:b4:6c:25:af,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][MFPC],2024-11-12 00:12:23,100.0,5500.0,-88,31.8843820920768,-102.30226748670783,839.63818359375,3.790092468261719,,,WIFI
6c:4b:b4:6c:25:ac,The Olivers 2,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],2024-11-12 00:12:23,100.0,5500.0,-87,31.8843820920768,-102.30226748670783,839.63818359375,3.790092468261719,,,WIFI
00:25:f0:a3:39:ee,tla339ee,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2024-11-12 00:12:23,11.0,2462.0,-81,31.8843820920768,-102.30226748670783,839.63818359375,3.790092468261719,,,WIFI
e8:d3:eb:a9:e3:ca,,[ESS],2024-11-12 00:12:23,100.0,5500.0,-88,31.8843820920768,-102.30226748670783,839.63818359375,3.790092468261719,,,WIFI
e8:d3:eb:a9:e3:c7,Batman's Cave,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2024-11-12 00:12:23,100.0,5500.0,-91,31.8843820920768,-102.30226748670783,839.63818359375,3.790092468261719,,,WIFI
e8:d3:eb:a9:e3:c4,,[RSN-SAE-CCMP],2024-11-12 00:12:23,100.0,5500.0,-89,31.8843820920768,-102.30226748670783,839.63818359375,3.790092468261719,,,WIFI
60:6c:63:ba:cf:90,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2024-11-12 00:12:23,36.0,5180.0,-87,31.8843820920768,-102.30226748670783,839.63818359375,3.790092468261719,,,WIFI
98:ed:7e:bf:1b:47,Juicyjake17,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2024-11-12 00:12:23,11.0,2462.0,-80,31.8843820920768,-102.30226748670783,839.63818359375,3.790092468261719,,,WIFI
62:6c:63:ba:cf:88,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2024-11-12 00:12:23,1.0,2412.0,-81,31.8843820920768,-102.30226748670783,839.63818359375,3.790092468261719,,,WIFI
00:25:f0:79:4e:7c,tl794e7c,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2024-11-12 00:12:23,11.0,2462.0,-85,31.8843820920768,-102.30226748670783,839.63818359375,3.790092468261719,,,WIFI
6c:4b:b4:6c:25:a4,The Olivers 2,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],2024-11-12 00:12:23,11.0,2462.0,-73,31.8843820920768,-102.30226748670783,839.63818359375,3.790092468261719,,,WIFI
80:b9:7a:fb:75:54,The Olivers,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][MFPC],2024-11-12 00:12:23,153.0,5765.0,-75,31.8843820920768,-102.30226748670783,839.63818359375,3.790092468261719,,,WIFI
6c:4b:b4:6c:25:a5,Oliver's_Guest,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][MFPC],2024-11-12 00:12:23,11.0,2462.0,-73,31.8843820920768,-102.30226748670783,839.63818359375,3.790092468261719,,,WIFI
80:b9:7a:fb:75:53,The Olivers,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][MFPC],2024-11-12 00:12:23,6.0,2437.0,-64,31.8843820920768,-102.30226748670783,839.63818359375,3.790092468261719,,,WIFI
98:ed:7e:bf:1b:50,Juicyjake17 Guest,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2024-11-12 00:12:23,11.0,2462.0,-77,31.8843820920768,-102.30226748670783,839.63818359375,3.790092468261719,,,WIFI
34:ba:9a:94:16:1d,WB550_94161C,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS][WPS],2024-11-12 00:12:23,40.0,5200.0,-90,31.8843820920768,-102.30226748670783,839.63818359375,3.790092468261719,,,WIFI
a0:40:a0:86:a2:f4,NTGR_VMB_1546280206,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],2024-11-12 00:12:26,5.0,2432.0,-84,31.884488345773462,-102.30231667165108,839.792724609375,3.790092468261719,,,WIFI
58:07:f8:52:4b:f8,Garner House,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],2024-11-12 00:12:26,44.0,5220.0,-86,31.884488345773462,-102.30231667165108,839.792724609375,3.790092468261719,,,WIFI
58:07:f8:1d:8f:fc,ATTkIe6QXi,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],2024-11-12 00:12:26,153.0,5765.0,-85,31.884488345773462,-102.30231667165108,839.792724609375,3.790092468261719,,,WIFI
58:07:f8:1d:8f:f4,ATTkIe6QXi,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],2024-11-12 00:12:26,10.0,2457.0,-86,31.884488345773462,-102.30231667165108,839.792724609375,3.790092468261719,,,WIFI
ec:c3:02:2e:d1:08,RENE,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],2024-11-12 00:12:26,52.0,5260.0,-79,31.884488345773462,-102.30231667165108,839.792724609375,3.790092468261719,,,WIFI
8a:9b:e8:2b:d0:d8,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2024-11-12 00:12:26,1.0,2412.0,-81,31.884488345773462,-102.30231667165108,839.792724609375,3.790092468261719,,,WIFI
ec:c3:02:2e:d1:0c,RENE,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],2024-11-12 00:12:26,153.0,5765.0,-74,31.884488345773462,-102.30231667165108,839.792724609375,3.790092468261719,,,WIFI
80:cc:9c:17:fc:c2,Rebellion,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2024-11-12 00:12:28,10.0,2457.0,-80,31.88455978062032,-102.30233896872576,839.6044921875,3.790092468261719,,,WIFI
58:07:f8:52:4b:f8,Garner House,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],2024-11-12 00:12:28,44.0,5220.0,-80,31.88455978062032,-102.30233896872576,839.6044921875,3.790092468261719,,,WIFI
58:07:f8:52:4b:f4,Garner House,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],2024-11-12 00:12:28,6.0,2437.0,-73,31.88455978062032,-102.30233896872576,839.6044921875,3.790092468261719,,,WIFI
e6:a9:40:da:9b:f3,ATTwbSJapi,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2024-11-12 00:12:28,153.0,5765.0,-87,31.88455978062032,-102.30233896872576,839.6044921875,3.790092468261719,,,WIFI
58:07:f8:52:4b:ff,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][MFPC],2024-11-12 00:12:28,153.0,5765.0,-80,31.88455978062032,-102.30233896872576,839.6044921875,3.790092468261719,,,WIFI
ec:a9:40:da:9b:f3,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2024-11-12 00:12:28,153.0,5765.0,-85,31.88455978062032,-102.30233896872576,839.6044921875,3.790092468261719,,,WIFI
58:07:f8:52:4b:fc,Garner House,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],2024-11-12 00:12:28,153.0,5765.0,-80,31.88455978062032,-102.30233896872576,839.6044921875,3.790092468261719,,,WIFI
ec:c3:02:2e:d1:0f,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][MFPC],2024-11-12 00:12:28,153.0,5765.0,-81,31.88455978062032,-102.30233896872576,839.6044921875,3.790092468261719,,,WIFI
cc:ab:2c:4e:d0:88,Leal WIFI,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],2024-11-12 00:12:28,52.0,5260.0,-90,31.88455978062032,-102.30233896872576,839.6044921875,3.790092468261719,,,WIFI
78:6a:1f:e9:8d:61,ARRIS-6801-5G,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],2024-11-12 00:12:28,36.0,5180.0,-82,31.88455978062032,-102.30233896872576,839.6044921875,3.790092468261719,,,WIFI
ec:a9:40:da:9b:f0,ATTwbSJapi,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],2024-11-12 00:12:28,3.0,2422.0,-76,31.88455978062032,-102.30233896872576,839.6044921875,3.790092468261719,,,WIFI
cc:ab:2c:4e:d0:84,Leal WIFI,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],2024-11-12 00:12:28,6.0,2437.0,-75,31.88455978062032,-102.30233896872576,839.6044921875,3.790092468261719,,,WIFI
48:4e:fc:e9:cd:18,ARRIS-8B75-5G,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2024-11-12 00:12:28,36.0,5180.0,-85,31.88455978062032,-102.30233896872576,839.6044921875,3.790092468261719,,,WIFI
76:9b:e8:2b:d0:d0,Jarrett Wifi-5G,[WPA-PSK-CCMP][WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2024-11-12 00:12:28,44.0,5220.0,-88,31.88455978062032,-102.30233896872576,839.6044921875,3.790092468261719,,,WIFI
58:07:f8:1d:8f:f8,ATTkIe6QXi,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],2024-11-12 00:12:28,52.0,5260.0,-89,31.88455978062032,-102.30233896872576,839.6044921875,3.790092468261719,,,WIFI
58:07:f8:52:4b:f8,Garner House,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],2024-11-12 00:12:31,44.0,5220.0,-75,31.884655826502872,-102.30234966793992,839.611328125,3.790092468261719,,,WIFI
cc:ab:2c:20:90:74,ATTkcaGWs8,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],2024-11-12 00:12:31,11.0,2462.0,-80,31.884655826502872,-102.30234966793992,839.611328125,3.790092468261719,,,WIFI
20:f3:75:08:01:10,DND321,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],2024-11-12 00:12:31,5.0,2432.0,-85,31.884655826502872,-102.30234966793992,839.611328125,3.790092468261719,,,WIFI
cc:ab:2c:4e:d0:8f,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][MFPC],2024-11-12 00:12:31,132.0,5660.0,-85,31.884655826502872,-102.30234966793992,839.611328125,3.790092468261719,,,WIFI
ec:c3:02:2e:d1:04,RENE,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],2024-11-12 00:12:31,8.0,2447.0,-61,31.884655826502872,-102.30234966793992,839.611328125,3.790092468261719,,,WIFI
00:25:f0:61:6f:94,tl616f94,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2024-11-12 00:12:31,11.0,2462.0,-83,31.884655826502872,-102.30234966793992,839.611328125,3.790092468261719,,,WIFI
cc:ab:2c:4e:d0:8c,Leal WIFI,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],2024-11-12 00:12:31,132.0,5660.0,-86,31.884655826502872,-102.30234966793992,839.611328125,3.790092468261719,,,WIFI
e8:d3:eb:a2:8a:e4,,[RSN-SAE-CCMP],2024-11-12 00:12:31,108.0,5540.0,-89,31.884655826502872,-102.30234966793992,839.611328125,3.790092468261719,,,WIFI
e8:d3:eb:a2:8a:e6,MorrisFam,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2024-11-12 00:12:31,6.0,2437.0,-81,31.884655826502872,-102.30234966793992,839.611328125,3.790092468261719,,,WIFI
12:e8:a7:d0:08:87,DIRECT-MBUX 64711,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2024-11-12 00:12:31,1.0,2412.0,-85,31.884655826502872,-102.30234966793992,839.611328125,3.790092468261719,,,WIFI
cc:ab:2c:20:90:7c,ATTkcaGWs8,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],2024-11-12 00:12:31,161.0,5805.0,-86,31.884655826502872,-102.30234966793992,839.611328125,3.790092468261719,,,WIFI
3c:37:86:4f:f8:70,NTGR_VMB_1462061026,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],2024-11-12 00:12:31,3.0,2422.0,-74,31.884655826502872,-102.30234966793992,839.611328125,3.790092468261719,,,WIFI
cc:ab:2c:48:71:24,ATT3dFqtxi,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],2024-11-12 00:12:31,1.0,2412.0,-77,31.884655826502872,-102.30234966793992,839.611328125,3.790092468261719,,,WIFI
cc:ab:2c:4e:d0:88,Leal WIFI,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],2024-11-12 00:12:31,52.0,5260.0,-85,31.884655826502872,-102.30234966793992,839.611328125,3.790092468261719,,,WIFI
78:6a:1f:e9:8d:60,ARRIS-6801,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],2024-11-12 00:12:31,1.0,2412.0,-76,31.884655826502872,-102.30234966793992,839.611328125,3.790092468261719,,,WIFI
cc:ab:2c:20:90:78,ATTkcaGWs8,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],2024-11-12 00:12:31,60.0,5300.0,-90,31.884655826502872,-102.30234966793992,839.611328125,3.790092468261719,,,WIFI
80:cc:9c:17:fc:c1,Rebellion-5G,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2024-11-12 00:12:31,44.0,5220.0,-87,31.884655826502872,-102.30234966793992,839.611328125,3.790092468261719,,,WIFI
e8:d3:eb:a2:8a:ea,,[ESS],2024-11-12 00:12:34,108.0,5540.0,-89,31.884721989734874,-102.30238588482918,839.716552734375,3.790092468261719,,,WIFI
cc:ab:2c:20:90:7f,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][MFPC],2024-11-12 00:12:34,161.0,5805.0,-77,31.884721989734874,-102.30238588482918,839.716552734375,3.790092468261719,,,WIFI
e8:d3:eb:a2:8a:e7,MorrisFam,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2024-11-12 00:12:34,108.0,5540.0,-89,31.884721989734874,-102.30238588482918,839.716552734375,3.790092468261719,,,WIFI
cc:ab:2c:20:90:7c,ATTkcaGWs8,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],2024-11-12 00:12:34,161.0,5805.0,-77,31.884721989734874,-102.30238588482918,839.716552734375,3.790092468261719,,,WIFI
0a:0f:76:0a:f7:86,tlae9224-EXT,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2024-11-12 00:12:34,6.0,2437.0,-79,31.884721989734874,-102.30238588482918,839.716552734375,3.790092468261719,,,WIFI
cc:ab:2c:4e:d0:84,Leal WIFI,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],2024-11-12 00:12:34,6.0,2437.0,-66,31.884721989734874,-102.30238588482918,839.716552734375,3.790092468261719,,,WIFI
10:c4:ca:5b:10:14,Gutierrez-family-Wi-Fi,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],2024-11-12 00:12:37,7.0,2442.0,-87,31.884706565223738,-102.30244647328294,839.190185546875,3.790092468261719,,,WIFI
e8:d3:eb:a2:8a:e6,MorrisFam,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2024-11-12 00:12:37,6.0,2437.0,-75,31.884706565223738,-102.30244647328294,839.190185546875,3.790092468261719,,,WIFI
cc:40:d0:6a:9b:c6,ARLO_VMB_1563756922,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],2024-11-12 00:12:37,3.0,2422.0,-85,31.884706565223738,-102.30244647328294,839.190185546875,3.790092468261719,,,WIFI
74:9b:e8:2b:d0:d8,Jarrett Wifi,[WPA-PSK-CCMP][WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2024-11-12 00:12:37,1.0,2412.0,-75,31.884706565223738,-102.30244647328294,839.190185546875,3.790092468261719,,,WIFI
